frame;timestamp;x;y;z;rotX;rotY;rotZ;speed;hasSpringJoint
630;16,2216;22,01;23;49,99;0;0;0;0;False
635;16,30555;22,01;23;49,99;0;0;0;0;False
640;16,3901;22,01;23;49,99;0;0;0;0;False
645;16,47252;22,01;23;49,99;0;0;0;0;False
650;16,55667;22,01;23;49,99;0;0;0;0;False
655;16,63907;22,01;23;49,99;0;0;0;0;False
660;16,7209;22,01;23;49,99;0;0;0;0;False
665;16,80393;22,01;23;49,99;0;0;0;0;False
670;16,88829;22,01;23;49,99;0;0;0;0;False
675;16,97258;22,01;23;49,99;0;0;0;0;False
680;17,0545;22,01;23;49,99;0;0;0;0;False
685;17,13863;22,01;23;49,99;0;0;0;0;False
690;17,2219;22,01;23;49,99;0;0;0;0;False
695;17,30701;22,01;23;49,99;0;0;0;0;False
700;17,38894;22,01;23;49,99;0;0;0;0;False
705;17,47224;22,01;23;49,99;0;0;0;0;False
710;17,55458;22,01;23;49,99;0;0;0;0;False
715;17,63902;22,01;23;49,99;0;0;0;0;False
720;17,72168;22,01;23;49,99;0;0;0;0;False
725;17,8044;22,01;23;49,99;0;0;0;0;False
730;17,88826;22,01;23;49,99;0;0;0;0;False
735;17,97062;22,01;23;49,99;0;0;0;0;False
740;18,05517;22,01;23;49,99;0;0;0;0;False
745;18,13759;22,01;23;49,99;0;0;0;0;False
750;18,22175;22,01;23;49,99;0;0;0;0;False
755;18,30617;22,01;23;49,99;0;0;0;0;False
760;18,38766;22,01;23;49,99;0;0;0;0;False
765;18,47208;22,01;23;49,99;0;0;0;0;False
770;18,55531;22,01;23;49,99;0;0;0;0;False
775;18,63983;22,01;23;49,99;0;0;0;0;False
780;18,72211;22,01;23;49,99;0;0;0;0;False
785;18,804;22,01;23;49,99;0;0;0;0;False
790;18,88787;22,01;23;49,99;0;0;0;0;False
795;18,97283;22,01;23;49,99;0;0;0;0;False
800;19,05551;22,01;23;49,99;0;0;0;0;False
805;19,13883;22,01;23;49,99;0;0;0;0;False
810;19,22089;22,01;23;49,99;0;0;0;0;False
815;19,30594;22,01;23;49,99;0;0;0;0;False
820;19,39002;22,01;23;49,99;0;0;0;0;False
825;19,47204;22,01;23;49,99;0;0;0;0;False
830;19,55438;22,01;23;49,99;0;0;0;0;False
835;19,63882;22,01;23;49,99;0;0;0;0;False
840;19,72169;22,01;23;49,99;0;0;0;0;False
845;19,8046;22,01;23;49,99;0;0;0;0;False
850;19,8882;22,01;23;49,99;0;0;0;0;False
855;19,97226;22,01;23;49,99;0;0;0;0;False
860;20,05526;22,01;23;49,99;0;0;0;0;False
865;20,13875;22,01;23;49,99;0;0;0;0;False
870;20,22205;22,01;23;49,99;0;0;0;0;False
875;20,30599;22,01;23;49,99;0;0;0;0;False
880;20,38856;22,01;23;49,99;0;0;0;0;False
885;20,47181;22,01;23;49,99;0;0;0;0;False
890;20,55462;22,01;23;49,99;0;0;0;0;False
895;20,63833;22,01;23;49,99;0;0;0;0;False
900;20,72169;22,01;23;49,99;0;0;0;0;False
905;20,80608;22,01;23;49,99;0;0;0;0;False
910;20,88942;22,01;23;49,99;0;0;0;0;False
915;20,97186;22,01;23;49,99;0;0;0;0;False
920;21,05511;22,01;23;49,99;0;0;0;0;False
925;21,1398;22,01;23;49,99;0;0;0;0;False
930;21,22097;22,01;23;49,99;0;0;0;0;False
935;21,3073;22,01;23;49,99;0;0;0;0;False
940;21,3885;22,01;23;49,99;0;0;0;0;False
945;21,47243;22,01;23;49,99;0;0;0;0;False
950;21,55651;22,01;23;49,99;0;0;0;0;False
955;21,63852;22,01;23;49,99;0;0;0;0;False
960;21,72273;22,01;23;49,99;0;0;0;0;False
965;21,80578;22,01;23;49,99;0;0;0;0;False
970;21,88772;22,01;23;49,99;0;0;0;0;False
975;21,97209;22,01;23;49,99;0;0;0;0;False
980;22,05478;22,01;23;49,99;0;0;0;0;False
985;22,13913;22,01;23;49,99;0;0;0;0;False
990;22,22128;22,01;23;49,99;0;0;0;0;False
995;22,30491;22,01;23;49,99;0;0;0;0;False
1000;22,3886;22,01;23;49,99;0;0;0;0;False
1005;22,47279;22,01;23;49,99;0;0;0;0;False
1010;22,55891;22,01;23;49,99;0;0;0;0;False
1015;22,6395;22,01;23;49,99;0;0;0;0;False
1020;22,72525;22,01;23;49,99;0;0;0;0;False
1025;22,80915;22,01;23;49,99;0;0;0;0;False
1030;22,89207;22,01;23;49,99;0;0;0;0;False
1035;22,97746;22,01;23;49,99;0;0;0;0;False
1040;23,05872;22,01;23;49,99;0;0;0;0;False
1045;23,1435;22,01;23;49,99;0;0;0;0;False
1050;23,22593;22,01;23;49,99;0;0;0;0;False
1055;23,30969;22,01;23;49,99;0;0;0;0;False
1060;23,39336;22,01;23;49,99;0;0;0;0;False
1065;23,47589;22,01;23;49,99;0;0;0;0;False
1070;23,55924;22,01;23;49,99;0;0;0;0;False
1075;23,64251;22,01;23;49,99;0;0;0;0;False
1080;23,72791;22,01;23;49,99;0;0;0;0;False
1085;23,80889;22,01;23;49,99;0;0;0;0;False
1090;23,89447;22,01;23;49,99;0;0;0;0;False
1095;23,97598;22,01;23;49,99;0;0;0;0;False
1100;24,05858;22,01;23;49,99;0;0;0;0;False
1105;24,14254;22,01;23;49,99;0;0;0;0;False
1110;24,22637;22,01;23;49,99;0;0;0;0;False
1115;24,30982;22,01;23;49,99;0;0;0;0;False
1120;24,39345;22,01;23;49,99;0;0;0;0;False
1125;24,47505;22,01;23;49,99;0;0;0;0;False
1130;24,56103;22,01;23;49,99;0;0;0;0;False
1135;24,64276;22,01;23;49,99;0;0;0;0;False
1140;24,72703;22,01;23;49,99;0;0;0;0;False
1145;24,81505;22,01;23;49,99;0;0;0;0;False
1150;24,89264;22,01;23;49,99;0;0;0;0;False
1155;24,97613;22,01;23;49,99;0;0;0;0;False
1160;25,17504;22,01;23;49,99;0;0;0;0;False
1165;25,24399;22,01;23;49,99;0;0;0;0;False
1170;25,32698;22,01;23;49,99;0;0;0;0;False
1175;25,41195;22,01;23;49,99;0;0;0;0;False
1180;25,49488;22,01;23;49,99;0;0;0;0;False
1185;25,57796;22,01;23;49,99;0;0;0;0;False
1190;25,65989;22,01;23;49,99;0;0;0;0;False
1195;25,743;22,01;23;49,99;0;0;0;0;False
1200;25,82639;22,01;23;49,99;0;0;0;0;False
1205;25,91103;22,01;23;49,99;0;0;0;0;False
1210;25,99325;22,01;23;49,99;0;0;0;0;False
1215;26,07704;22,01;23;49,99;0;0;0;0;False
1220;26,15975;22,01;23;49,99;0;0;0;0;False
1225;26,24348;22,01;23;49,99;0;0;0;0;False
1230;26,32894;22,01;23;49,99;0;0;0;0;False
1235;26,41107;22,01;23;49,99;0;0;0;0;False
1240;26,49448;22,01;23;49,99;0;0;0;0;False
1245;26,57727;22,01;23;49,99;0;0;0;0;False
1250;26,65997;22,01;23;49,99;0;0;0;0;False
1255;26,74279;22,01;23;49,99;0;0;0;0;False
1260;26,82858;22,01;23;49,99;0;0;0;0;False
1265;26,91179;22,01;23;49,99;0;0;0;0;False
1270;26,99398;22,01;23;49,99;0;0;0;0;False
1275;27,07681;22,01;23;49,99;0;0;0;0;False
1280;27,1608;22,01;23;49,99;0;0;0;0;False
1285;27,24396;22,01;23;49,99;0;0;0;0;False
1290;27,32702;22,01;23;49,99;0;0;0;0;False
1295;27,40954;22,01;23;49,99;0;0;0;0;False
1300;27,4943;22,01;23;49,99;0;0;0;0;False
1305;27,57806;22,01;23;49,99;0;0;0;0;False
1310;27,66017;22,01;23;49,99;0;0;0;0;False
1315;27,74289;22,01;23;49,99;0;0;0;0;False
1320;27,82791;22,01;23;49,99;0;0;0;0;False
1325;27,90979;22,01;23;49,99;0;0;0;0;False
1330;27,99482;22,01;23;49,99;0;0;0;0;False
1335;28,07907;22,01;23;49,99;0;0;0;0;False
1340;28,16447;22,01;23;49,99;0;0;0;0;False
1345;28,2465;22,01;23;49,99;0;0;0;0;False
1350;28,32666;22,01;23;49,99;0;0;0;0;False
1355;28,41134;22,01;23;49,99;0;0;0;0;False
1360;28,49435;22,01;23;49,99;0;0;0;0;False
1365;28,57714;22,01;23;49,99;0;0;0;0;False
1370;28,66081;22,01;23;49,99;0;0;0;0;False
1375;28,74446;22,01;23;49,99;0;0;0;0;False
1380;28,82682;22,01;23;49,99;0;0;0;0;False
1385;28,9113;22,01;23;49,99;0;0;0;0;False
1390;28,99248;22,01;23;49,99;0;0;0;0;False
1395;29,07822;22,01;23;49,99;0;0;0;0;False
1400;29,15997;22,01;23;49,99;0;0;0;0;False
1405;29,24478;22,01;23;49,99;0;0;0;0;False
1410;29,32839;22,01;23;49,99;0;0;0;0;False
1415;29,41015;22,01;23;49,99;0;0;0;0;False
1420;29,49387;22,01;23;49,99;0;0;0;0;False
1425;29,57676;22,01;23;49,99;0;0;0;0;False
1430;29,66189;22,01;23;49,99;0;0;0;0;False
1435;29,7435;22,01;23;49,99;0;0;0;0;False
1440;29,82787;22,01;23;49,99;0;0;0;0;False
1445;29,91167;22,01;23;49,99;0;0;0;0;False
1450;29,99442;22,01;23;49,99;0;0;0;0;False
1455;30,07704;22,01;23;49,99;0;0;0;0;False
1460;30,16169;22,01;23;49,99;0;0;0;0;False
1465;30,24294;22,01;23;49,99;0;0;0;0;False
1470;30,32866;22,01;23;49,99;0;0;0;0;False
1475;30,41171;22,01;23;49,99;0;0;0;0;False
1480;30,49391;22,01;23;49,99;0;0;0;0;False
1485;30,57755;22,01;23;49,99;0;0;0;0;False
1490;30,65955;22,01;23;49,99;0;0;0;0;False
1495;30,74339;22,01;23;49,99;0;0;0;0;False
1500;30,82676;22,01;23;49,99;0;0;0;0;False
1505;30,90992;22,01;23;49,99;0;0;0;0;False
1510;30,99353;22,01;23;49,99;0;0;0;0;False
1515;31,07749;22,01;23;49,99;0;0;0;0;False
1520;31,16054;22,01;23;49,99;0;0;0;0;False
1525;31,24308;22,01;23;49,99;0;0;0;0;False
1530;31,328;22,01;23;49,99;0;0;0;0;False
1535;31,41026;22,01;23;49,99;0;0;0;0;False
1540;31,49373;22,01;23;49,99;0;0;0;0;False
1545;31,57671;22,01;23;49,99;0;0;0;0;False
1550;31,6614;22,01;23;49,99;0;0;0;0;False
1555;31,74302;22,01;23;49,99;0;0;0;0;False
1560;31,82796;22,01;23;49,99;0;0;0;0;False
1565;31,9103;22,01;23;49,99;0;0;0;0;False
1570;31,99546;22,01;23;49,99;0;0;0;0;False
1575;32,07817;22,01;23;49,99;0;0;0;0;False
1580;32,16036;22,01;23;49,99;0;0;0;0;False
1585;32,24313;22,01;23;49,99;0;0;0;0;False
1590;32,32682;22,01;23;49,99;0;0;0;0;False
1595;32,40978;22,01;23;49,99;0;0;0;0;False
1600;32,493;22,01;23;49,99;0;0;0;0;False
1605;32,57786;22,01;23;49,99;0;0;0;0;False
1610;32,66085;22,01;23;49,99;0;0;0;0;False
1615;32,7438;22,01;23;49,99;0;0;0;0;False
1620;32,82666;22,01;23;49,99;0;0;0;0;False
1625;32,91109;22,01;23;49,99;0;0;0;0;False
1630;32,99458;22,01;23;49,99;0;0;0;0;False
1635;33,07648;22,01;23;49,99;0;0;0;0;False
1640;33,1607;22,01;23;49,99;0;0;0;0;False
1645;33,24378;22,01;23;49,99;0;0;0;0;False
1650;33,32603;22,01;23;49,99;0;0;0;0;False
1655;33,41;22,01;23;49,99;0;0;0;0;False
1660;33,49445;22,01;23;49,99;0;0;0;0;False
1665;33,57762;22,01;23;49,99;0;0;0;0;False
1670;33,66147;22,01;23;49,99;0;0;0;0;False
1675;33,74311;22,01;23;49,99;0;0;0;0;False
1680;33,82656;22,01;23;49,99;0;0;0;0;False
1685;33,91108;22,01;23;49,99;0;0;0;0;False
1690;33,99419;22,01;23;49,99;0;0;0;0;False
1695;34,07698;22,01;23;49,99;0;0;0;0;False
1700;34,1596;22,01;23;49,99;0;0;0;0;False
1705;34,24429;22,01;23;49,99;0;0;0;0;False
1710;34,32748;22,01;23;49,99;0;0;0;0;False
1715;34,41058;22,01;23;49,99;0;0;0;0;False
1720;34,49316;22,01;23;49,99;0;0;0;0;False
1725;34,57728;22,01;23;49,99;0;0;0;0;False
1730;34,66016;22,01;23;49,99;0;0;0;0;False
1735;34,96038;22,01;23;49,99;0;0;0;0;False
1740;35,04292;22,01;23;49,99;0;0;0;0;False
1745;35,12672;22,01;23;49,99;0;0;0;0;False
1750;35,21006;22,01;23;49,99;0;0;0;0;False
1755;35,29416;22,01;23;49,99;0;0;0;0;False
1760;35,37546;22,01;23;49,99;0;0;0;0;False
1765;35,45999;22,01;23;49,99;0;0;0;0;False
1770;35,54363;22,01;23;49,99;0;0;0;0;False
1775;35,62605;22,01;23;49,99;0;0;0;0;False
1780;35,71046;22,01;23;49,99;0;0;0;0;False
1785;35,79378;22,01;23;49,99;0;0;0;0;False
1790;35,8773;22,01;23;49,99;0;0;0;0;False
1795;35,96024;22,01;23;49,99;0;0;0;0;False
1800;36,04324;22,01;23;49,99;0;0;0;0;False
1805;36,12561;22,01;23;49,99;0;0;0;0;False
1810;36,20921;22,01;23;49,99;0;0;0;0;False
1815;36,29239;22,01;23;49,99;0;0;0;0;False
1820;36,37725;22,01;23;49,99;0;0;0;0;False
1825;36,45944;22,01;23;49,99;0;0;0;0;False
1830;36,54328;22,01;23;49,99;0;0;0;0;False
1835;36,6255;22,01;23;49,99;0;0;0;0;False
1840;36,70953;22,01;23;49,99;0;0;0;0;False
1845;36,79426;22,01;23;49,99;0;0;0;0;False
1850;36,87653;22,01;23;49,99;0;0;0;0;False
1855;36,95922;22,01;23;49,99;0;0;0;0;False
1860;37,04221;22,01;23;49,99;0;0;0;0;False
1865;37,1255;22,01;23;49,99;0;0;0;0;False
1870;37,21102;22,01;23;49,99;0;0;0;0;False
1875;37,29311;22,01;23;49,99;0;0;0;0;False
1880;37,37669;22,01;23;49,99;0;0;0;0;False
1885;37,46075;22,01;23;49,99;0;0;0;0;False
1890;37,54263;22,01;23;49,99;0;0;0;0;False
1895;37,62652;22,01;23;49,99;0;0;0;0;False
1900;37,71062;22,01;23;49,99;0;0;0;0;False
1905;37,79418;22,01;23;49,99;0;0;0;0;False
1910;37,87747;22,01;23;49,99;0;0;0;0;False
1915;37,95856;22,01;23;49,99;0;0;0;0;False
1920;38,04256;22,01;23;49,99;0;0;0;0;False
1925;38,12787;22,01;23;49,99;0;0;0;0;False
1930;38,21081;22,01;23;49,99;0;0;0;0;False
1935;38,29342;22,01;23;49,99;0;0;0;0;False
1940;38,3758;22,01;23;49,99;0;0;0;0;False
1945;38,46055;22,01;23;49,99;0;0;0;0;False
1950;38,54362;22,01;23;49,99;0;0;0;0;False
1955;38,62644;22,01;23;49,99;0;0;0;0;False
1960;38,71007;22,01;23;49,99;0;0;0;0;False
1965;38,79368;22,01;23;49,99;0;0;0;0;False
1970;38,87606;22,01;23;49,99;0;0;0;0;False
1975;38,96088;22,01;23;49,99;0;0;0;0;False
1980;39,04231;22,01;23;49,99;0;0;0;0;False
1985;39,1281;22,01;23;49,99;0;0;0;0;False
1990;39,21181;22,01;23;49,99;0;0;0;0;False
1995;39,29362;22,01;23;49,99;0;0;0;0;False
2000;39,37712;22,01;23;49,99;0;0;0;0;False
2005;39,46022;22,01;23;49,99;0;0;0;0;False
2010;39,5433;22,01;23;49,99;0;0;0;0;False
2015;39,62613;22,01;23;49,99;0;0;0;0;False
2020;39,70984;22,01;23;49,99;0;0;0;0;False
2025;39,79299;22,01;23;49,99;0;0;0;0;False
2030;39,87649;22,01;23;49,99;0;0;0;0;False
2035;39,96027;22,01;23;49,99;0;0;0;0;False
2040;40,04412;22,01;23;49,99;0;0;0;0;False
2045;40,12712;22,01;23;49,99;0;0;0;0;False
2050;40,21019;22,01;23;49,99;0;0;0;0;False
2055;40,29349;22,01;23;49,99;0;0;0;0;False
2060;40,37572;22,01;23;49,99;0;0;0;0;False
2065;40,46058;22,01;23;49,99;0;0;0;0;False
2070;40,54416;22,01;23;49,99;0;0;0;0;False
2075;40,62728;22,01;23;49,99;0;0;0;0;False
2080;40,70973;22,01;23;49,99;0;0;0;0;False
2085;40,79336;22,01;23;49,99;0;0;0;0;False
2090;40,8756;22,01;23;49,99;0;0;0;0;False
2095;40,95906;22,01;23;49,99;0;0;0;0;False
2100;41,04284;22,01;23;49,99;0;0;0;0;False
2105;41,12539;22,01;23;49,99;0;0;0;0;False
2110;41,21089;22,01;23;49,99;0;0;0;0;False
2115;41,29261;22,01;23;49,99;0;0;0;0;False
2120;41,37551;22,01;23;49,99;0;0;0;0;False
2125;41,45934;22,01;23;49,99;0;0;0;0;False
2130;41,54314;22,01;23;49,99;0;0;0;0;False
2135;41,62617;22,01;23;49,99;0;0;0;0;False
2140;41,70954;22,01;23;49,99;0;0;0;0;False
2145;41,79361;22,01;23;49,99;0;0;0;0;False
2150;41,87557;22,01;23;49,99;0;0;0;0;False
2155;41,95947;22,01;23;49,99;0;0;0;0;False
2160;42,04302;22,01;23;49,99;0;0;0;0;False
2165;42,12711;22,01;23;49,99;0;0;0;0;False
2170;42,21011;22,01;23;49,99;0;0;0;0;False
2175;42,29206;22,01;23;49,99;0;0;0;0;False
2180;42,37537;22,01;23;49,99;0;0;0;0;False
2185;42,46095;22,01;23;49,99;0;0;0;0;False
2190;42,544;22,01;23;49,99;0;0;0;0;False
2195;42,62727;22,01;23;49,99;0;0;0;0;False
2200;42,71026;22,01;23;49,99;0;0;0;0;False
2205;42,79303;22,01;23;49,99;0;0;0;0;False
2210;42,8772;22,01;23;49,99;0;0;0;0;False
2215;42,96136;22,01;23;49,99;0;0;0;0;False
2220;43,0442;22,01;23;49,99;0;0;0;0;False
2225;43,12858;22,01;23;49,99;0;0;0;0;False
2230;43,20983;22,01;23;49,99;0;0;0;0;False
2235;43,29405;22,01;23;49,99;0;0;0;0;False
2240;43,3758;22,01;23;49,99;0;0;0;0;False
2245;43,45897;22,01;23;49,99;0;0;0;0;False
2250;43,54319;22,01;23;49,99;0;0;0;0;False
2255;43,62658;22,01;23;49,99;0;0;0;0;False
2260;43,70912;22,01;23;49,99;0;0;0;0;False
2265;43,7928;22,01;23;49,99;0;0;0;0;False
2270;43,87696;22,01;23;49,99;0;0;0;0;False
2275;43,96083;22,01;23;49,99;0;0;0;0;False
2280;44,04363;22,01;23;49,99;0;0;0;0;False
2285;44,1273;22,01;23;49,99;0;0;0;0;False
2290;44,21017;22,01;23;49,99;0;0;0;0;False
2295;44,29399;22,01;23;49,99;0;0;0;0;False
2300;44,37654;22,01;23;49,99;0;0;0;0;False
2305;44,45893;22,01;23;49,99;0;0;0;0;False
2310;44,54402;22,01;23;49,99;0;0;0;0;False
2315;44,62651;22,01;23;49,99;0;0;0;0;False
2320;44,70986;22,01;23;49,99;0;0;0;0;False
2325;44,7933;22,01;23;49,99;0;0;0;0;False
2330;44,87651;22,01;23;49,99;0;0;0;0;False
2335;44,95941;22,01;23;49,99;0;0;0;0;False
2340;45,04377;22,01;23;49,99;0;0;0;0;False
2345;45,12571;22,01;23;49,99;0;0;0;0;False
2350;45,20939;22,01;23;49,99;0;0;0;0;False
2355;45,2925;22,01;23;49,99;0;0;0;0;False
2360;45,37674;22,01;23;49,99;0;0;0;0;False
2365;45,46029;22,01;23;49,99;0;0;0;0;False
2370;45,54361;22,01;23;49,99;0;0;0;0;False
2375;45,62647;22,01;23;49,99;0;0;0;0;False
2380;45,71093;22,01;23;49,99;0;0;0;0;False
2385;45,79326;22,01;23;49,99;0;0;0;0;False
2390;45,87664;22,01;23;49,99;0;0;0;0;False
2395;45,95966;22,01;23;49,99;0;0;0;0;False
2400;46,04317;22,01;23;49,99;0;0;0;0;False
2405;46,12684;22,01;23;49,99;0;0;0;0;False
2410;46,20917;22,01;23;49,99;0;0;0;0;False
2415;46,29266;22,01;23;49,99;0;0;0;0;False
2420;46,37539;22,01;23;49,99;0;0;0;0;False
2425;46,45943;22,01;23;49,99;0;0;0;0;False
2430;46,54247;22,01;23;49,99;0;0;0;0;False
2435;46,62659;22,01;23;49,99;0;0;0;0;False
2440;46,70911;22,01;23;49,99;0;0;0;0;False
2445;46,79214;22,01;23;49,99;0;0;0;0;False
2450;46,87625;22,01;23;49,99;0;0;0;0;False
2455;46,95876;22,01;23;49,99;0;0;0;0;False
2460;47,0432;22,01;23;49,99;0;0;0;0;False
2465;47,12646;22,01;23;49,99;0;0;0;0;False
2470;47,20941;22,01;23;49,99;0;0;0;0;False
2475;47,29276;22,01;23;49,99;0;0;0;0;False
2480;47,37725;22,01;23;49,99;0;0;0;0;False
2485;47,46088;22,01;23;49,99;0;0;0;0;False
2490;47,54219;22,01;23;49,99;0;0;0;0;False
2495;47,627;22,01;23;49,99;0;0;0;0;False
2500;47,71099;22,01;23;49,99;0;0;0;0;False
2505;47,79232;22,01;23;49,99;0;0;0;0;False
2510;47,8755;22,01;23;49,99;0;0;0;0;False
2515;47,96018;22,01;23;49,99;0;0;0;0;False
