frame;timestamp;x;y;z;rotX;rotY;rotZ;speed;hasSpringJoint
785;36,37729;-86;32;58;0;0;0;0;False
790;36,46061;-86;32;58;0;0;0;0;False
795;36,54408;-86;32;58;0;0;0;0;False
800;36,62782;-86;32;58;0;0;0;0;False
805;36,71139;-86;32;58;0;0;0;0;False
810;36,7936;-86;32;58;0;0;0;0;False
815;36,87841;-86;32;58;0;0;0;0;False
820;36,96088;-86;32;58;0;0;0;0;False
825;37,04436;-86;32;58;0;0;0;0;False
830;37,12757;-86;32;58;0;0;0;0;False
835;37,21189;-86;32;58;0;0;0;0;False
840;37,29522;-86;32;58;0;0;0;0;False
845;37,37703;-86;32;58;0;0;0;0;False
850;37,46191;-86;32;58;0;0;0;0;False
855;37,54512;-86;32;58;0;0;0;0;False
860;37,62805;-86;32;58;0;0;0;0;False
865;37,7115;-86;32;58;0;0;0;0;False
870;37,79434;-86;32;58;0;0;0;0;False
875;37,87737;-86;32;58;0;0;0;0;False
880;37,9607;-86;32;58;0;0;0;0;False
885;38,04362;-86;32;58;0;0;0;0;False
890;38,12682;-86;32;58;0;0;0;0;False
895;38,21159;-86;32;58;0;0;0;0;False
900;38,29374;-86;32;58;0;0;0;0;False
905;38,37701;-86;32;58;0;0;0;0;False
910;38,46017;-86;32;58;0;0;0;0;False
915;38,54368;-86;32;58;0;0;0;0;False
920;38,62685;-86;32;58;0;0;0;0;False
925;38,71208;-86;32;58;0;0;0;0;False
930;38,79547;-86;32;58;0;0;0;0;False
935;38,87848;-86;32;58;0;0;0;0;False
940;38,9615;-86;32;58;0;0;0;0;False
945;39,04573;-86;32;58;0;0;0;0;False
950;39,12807;-86;32;58;0;0;0;0;False
955;39,21019;-86;32;58;0;0;0;0;False
960;39,29615;-86;32;58;0;0;0;0;False
965;39,37827;-86;32;58;0;0;0;0;False
970;39,46148;-86;32;58;0;0;0;0;False
975;39,54424;-86;32;58;0;0;0;0;False
980;39,62911;-86;32;58;0;0;0;0;False
985;39,71121;-86;32;58;0;0;0;0;False
990;39,79429;-86;32;58;0;0;0;0;False
995;39,87788;-86;32;58;0;0;0;0;False
1000;39,96135;-86;32;58;0;0;0;0;False
1005;40,04486;-86;32;58;0;0;0;0;False
1010;40,1279;-86;32;58;0;0;0;0;False
1015;40,2113;-86;32;58;0;0;0;0;False
1020;40,29373;-86;32;58;0;0;0;0;False
1025;40,37713;-86;32;58;0;0;0;0;False
1030;40,46148;-86;32;58;0;0;0;0;False
1035;40,54337;-86;32;58;0;0;0;0;False
1040;40,62933;-86;32;58;0;0;0;0;False
1045;40,71156;-86;32;58;0;0;0;0;False
1050;40,79551;-86;32;58;0;0;0;0;False
1055;40,87698;-86;32;58;0;0;0;0;False
1060;40,96165;-86;32;58;0;0;0;0;False
1065;41,0434;-86;32;58;0;0;0;0;False
1070;41,12801;-86;32;58;0;0;0;0;False
1075;41,21072;-86;32;58;0;0;0;0;False
1080;41,2962;-86;32;58;0;0;0;0;False
1085;41,37865;-86;32;58;0;0;0;0;False
1090;41,46305;-86;32;58;0;0;0;0;False
1095;41,5454;-86;32;58;0;0;0;0;False
1100;41,6288;-86;32;58;0;0;0;0;False
1105;41,71213;-86;32;58;0;0;0;0;False
1110;41,79447;-86;32;58;0;0;0;0;False
1115;41,87859;-86;32;58;0;0;0;0;False
1120;41,96101;-86;32;58;0;0;0;0;False
1125;42,04523;-86;32;58;0;0;0;0;False
1130;42,12733;-86;32;58;0;0;0;0;False
1135;42,21249;-86;32;58;0;0;0;0;False
1140;42,29364;-86;32;58;0;0;0;0;False
1145;42,37765;-86;32;58;0;0;0;0;False
1150;42,46018;-86;32;58;0;0;0;0;False
1155;42,54409;-86;32;58;0;0;0;0;False
1160;42,62848;-86;32;58;0;0;0;0;False
1165;42,71087;-86;32;58;0;0;0;0;False
1170;42,79589;-86;32;58;0;0;0;0;False
1175;42,87786;-86;32;58;0;0;0;0;False
1180;42,96084;-86;32;58;0;0;0;0;False
1185;43,04507;-86;32;58;0;0;0;0;False
1190;43,12737;-86;32;58;0;0;0;0;False
1195;43,21067;-86;32;58;0;0;0;0;False
1200;43,2954;-86;32;58;0;0;0;0;False
1205;43,37794;-86;32;58;0;0;0;0;False
1210;43,46192;-86;32;58;0;0;0;0;False
1215;43,54373;-86;32;58;0;0;0;0;False
1220;43,62895;-86;32;58;0;0;0;0;False
1225;43,71099;-86;32;58;0;0;0;0;False
1230;43,79603;-86;32;58;0;0;0;0;False
1235;43,87893;-86;32;58;0;0;0;0;False
1240;43,96149;-86;32;58;0;0;0;0;False
1245;44,04539;-86;32;58;0;0;0;0;False
1250;44,12885;-86;32;58;0;0;0;0;False
1255;44,21093;-86;32;58;0;0;0;0;False
1260;44,29588;-86;32;58;0;0;0;0;False
1265;44,37759;-86;32;58;0;0;0;0;False
1270;44,46109;-86;32;58;0;0;0;0;False
1275;44,5444;-86;32;58;0;0;0;0;False
1280;44,62778;-86;32;58;0;0;0;0;False
1285;44,71151;-86;32;58;0;0;0;0;False
1290;44,7943;-86;32;58;0;0;0;0;False
1295;44,87854;-86;32;58;0;0;0;0;False
1300;44,96138;-86;32;58;0;0;0;0;False
1305;45,04498;-86;32;58;0;0;0;0;False
1310;45,12784;-86;32;58;0;0;0;0;False
1315;45,21127;-86;32;58;0;0;0;0;False
1320;45,29538;-86;32;58;0;0;0;0;False
1325;45,37764;-86;32;58;0;0;0;0;False
1330;45,46146;-86;32;58;0;0;0;0;False
1335;45,54343;-86;32;58;0;0;0;0;False
1340;45,62891;-86;32;58;0;0;0;0;False
1345;45,71202;-86;32;58;0;0;0;0;False
1350;45,79413;-86;32;58;0;0;0;0;False
1355;45,87739;-86;32;58;0;0;0;0;False
1360;45,96026;-86;32;58;0;0;0;0;False
1365;46,04224;-86;32;58;0;0;0;0;False
