timestamp;x;y;z;magnitude;hState;vState;isOnSlope;attachedJoint
6,79043;5,158896;6,640538;9,405013;8,7;PlayerIdleState;PlayerJumpState;False;none
6,845167;5,122305;6,664733;9,387739;8,6;PlayerIdleState;PlayerJumpState;False;none
6,897072;5,087789;6,686753;9,371447;8,400001;PlayerIdleState;PlayerJumpState;False;none
6,943854;5,056833;6,705828;9,356833;8,3;PlayerIdleState;PlayerJumpState;False;none
6,995017;5,023143;6,725853;9,340929;8,2;PlayerIdleState;PlayerJumpState;False;none
7,045877;4,989824;6,744896;9,325199;8,1;PlayerIdleState;PlayerJumpState;False;none
7,097901;4,955918;6,763485;9,309194;8;PlayerIdleState;PlayerJumpState;False;none
7,155436;4,918624;6,783014;9,291589;7,9;PlayerIdleState;PlayerJumpState;False;none
7,225592;4,873438;6,805361;9,270259;7,7;PlayerIdleState;PlayerJumpState;False;none
7,292096;4,830897;6,825073;9,250177;7,6;PlayerIdleState;PlayerJumpState;False;none
7,353724;4,791728;6,842057;9,231688;7,5;PlayerIdleState;PlayerJumpState;False;none
7,410335;4,755958;6,856597;9,214802;7,4;PlayerIdleState;PlayerJumpState;False;none
7,463435;4,722593;6,869285;9,199051;7,3;PlayerIdleState;PlayerFallState;False;none
7,511823;4,69234;6,88009;9,184771;7,2;PlayerIdleState;PlayerFallState;False;none
7,55477;4,665614;6,889046;9,172153;7,1;PlayerIdleState;PlayerFallState;False;none
7,599454;4,637928;6,897752;9,159084;7,1;PlayerIdleState;PlayerFallState;False;none
7,645143;4,609746;6,906016;9,145781;7;PlayerIdleState;PlayerFallState;False;none
7,688278;4,583257;6,913224;9,133276;7;PlayerIdleState;PlayerFallState;False;none
7,731189;4,557018;6,919818;9,12089;6,9;PlayerIdleState;PlayerFallState;False;none
7,775115;4,530278;6,92597;9,108267;6,8;PlayerIdleState;PlayerFallState;False;none
7,824349;4,500445;6,932167;9,094183;6,8;PlayerIdleState;PlayerFallState;False;none
7,872227;4,471572;6,937491;9,080553;6,7;PlayerIdleState;PlayerFallState;False;none
7,916914;4,444752;6,941816;9,067891;6,7;PlayerIdleState;PlayerFallState;False;none
7,960586;4,418654;6,945464;9,055572;6,6;PlayerIdleState;PlayerFallState;False;none
8,004609;4,392461;6,948564;9,043207;6,6;PlayerIdleState;PlayerFallState;False;none
8,047968;4,366775;6,951052;9,031082;6,6;PlayerIdleState;PlayerFallState;False;none
8,089156;4,342479;6,95289;9,019612;6,5;PlayerIdleState;PlayerFallState;False;none
8,132468;4,317039;6,954272;9,007605;6,5;PlayerIdleState;PlayerFallState;False;none
8,179106;4,28977;6,955134;8,994732;6,5;PlayerIdleState;PlayerFallState;False;none
8,220694;4,265559;6,955369;8,983303;6,4;PlayerIdleState;PlayerFallState;False;none
8,262584;4,241273;6,955091;8,971838;6,4;PlayerIdleState;PlayerFallState;False;none
8,306361;4,216002;6,954257;8,959908;6,4;PlayerIdleState;PlayerFallState;False;none
8,34956;4,191173;6,952888;8,948187;6,4;PlayerIdleState;PlayerFallState;False;none
8,396997;4,164033;6,950743;8,935376;6,3;PlayerIdleState;PlayerFallState;False;none
8,449167;4,134331;6,947655;8,921354;6,3;PlayerIdleState;PlayerFallState;False;none
8,491914;4,110111;6,944532;8,909921;6,3;PlayerIdleState;PlayerFallState;False;none
8,5365;4,08496;6,940712;8,898048;6,3;PlayerIdleState;PlayerFallState;False;none
8,58003;4,060511;6,936441;8,886508;6,3;PlayerIdleState;PlayerFallState;False;none
8,622315;4,036863;6,931781;8,875344;6,3;PlayerIdleState;PlayerFallState;False;none
8,664392;4,013431;6,926643;8,864283;6,3;PlayerIdleState;PlayerFallState;False;none
8,707067;3,989766;6,920927;8,85311;6,3;PlayerIdleState;PlayerFallState;False;none
8,748669;3,966792;6,914862;8,842266;6,3;PlayerIdleState;PlayerFallState;False;none
8,791627;3,943171;6,90809;8,831115;6,3;PlayerIdleState;PlayerFallState;False;none
8,832902;3,920572;6,901098;8,820447;6,3;PlayerIdleState;PlayerFallState;False;none
8,876158;3,896988;6,893263;8,809314;6,3;PlayerIdleState;PlayerFallState;False;none
8,921484;3,872384;6,884503;8,797699;6,3;PlayerIdleState;PlayerFallState;False;none
8,965471;3,848613;6,87547;8,786477;6,3;PlayerIdleState;PlayerFallState;False;none
9,015597;3,821651;6,864526;8,77375;6,3;PlayerIdleState;PlayerFallState;False;none
9,063251;3,796145;6,85349;8,76171;6,4;PlayerIdleState;PlayerFallState;False;none
9,108955;3,771795;6,842339;8,750216;6,4;PlayerIdleState;PlayerFallState;False;none
9,152952;3,748461;6,831063;8,739201;6,4;PlayerIdleState;PlayerFallState;False;none
9,19551;3,725988;6,819661;8,728591;6,4;PlayerIdleState;PlayerFallState;False;none
9,237841;3,703731;6,807842;8,718083;6,5;PlayerIdleState;PlayerFallState;False;none
9,282695;3,680248;6,794803;8,706999;6,5;PlayerIdleState;PlayerFallState;False;none
9,326776;3,657271;6,781475;8,696153;6,5;PlayerIdleState;PlayerFallState;False;none
9,370116;3,634779;6,767875;8,685534;6,6;PlayerIdleState;PlayerFallState;False;none
9,411734;3,613274;6,754341;8,675383;6,6;PlayerIdleState;PlayerFallState;False;none
9,455173;3,590924;6,739732;8,664832;6,6;PlayerIdleState;PlayerFallState;False;none
9,499701;3,568114;6,724249;8,654065;6,7;PlayerIdleState;PlayerFallState;False;none
9,548333;3,543314;6,706766;8,642358;6,7;PlayerIdleState;PlayerFallState;False;none
9,601019;3,516588;6,687121;8,62974;6,8;PlayerIdleState;PlayerFallState;False;none
9,651663;3,491026;6,667586;8,617672;6,8;PlayerIdleState;PlayerFallState;False;none
9,694855;3,46933;6,650394;8,60743;6,9;PlayerIdleState;PlayerFallState;False;none
9,738418;3,447542;6,632579;8,597144;6,9;PlayerIdleState;PlayerFallState;False;none
9,782147;3,425766;6,614217;8,586864;6,9;PlayerIdleState;PlayerFallState;False;none
9,827016;3,40352;6,594882;8,576364;7;PlayerMoveState;PlayerFallState;False;none
9,871018;3,38177;6,57543;8,565612;7,2;PlayerMoveState;PlayerFallState;False;none
9,915323;3,359912;6,555344;8,554039;7,3;PlayerMoveState;PlayerFallState;False;none
9,959641;3,338083;6,53477;8,54174;7,4;PlayerMoveState;PlayerFallState;False;none
10,00379;3,316362;6,513796;8,528773;7,5;PlayerMoveState;PlayerFallState;False;none
10,04737;3,29494;6,492625;8,515276;7,6;PlayerMoveState;PlayerFallState;False;none
10,09159;3,273207;6,470669;8,500871;7,8;PlayerMoveState;PlayerFallState;False;none
10,13621;3,251258;6,448021;8,485603;7,9;PlayerMoveState;PlayerFallState;False;none
10,18558;3,226923;6,422404;8,467888;8,1;PlayerMoveState;PlayerFallState;False;none
10,23785;3,201085;6,394642;8,448188;8,3;PlayerMoveState;PlayerFallState;False;none
10,28155;3,179408;6,370925;8,430979;8,400001;PlayerMoveState;PlayerFallState;False;none
10,32658;3,15701;6,346015;8,412555;8,5;PlayerMoveState;PlayerFallState;False;none
10,37042;3,135143;6,321305;8,393941;8,8;PlayerMoveState;PlayerFallState;False;none
10,41146;3,114615;6,29775;8,375897;8,900001;PlayerMoveState;PlayerFallState;False;none
10,45385;3,093355;6,273;8,356644;9;PlayerMoveState;PlayerFallState;False;none
10,50065;3,069829;6,245183;8,334661;9,2;PlayerMoveState;PlayerFallState;False;none
10,54647;3,046793;6,217463;8,312418;9,3;PlayerMoveState;PlayerFallState;False;none
10,59121;3,024353;6,189925;8,289992;9,5;PlayerMoveState;PlayerFallState;False;none
10,63841;3,000811;6,160356;8,265556;9,6;PlayerMoveState;PlayerFallState;False;none
10,68446;2,978044;6,131025;8,240994;9,7;PlayerMoveState;PlayerFallState;False;none
10,73069;2,955446;6,101093;8,215622;9,900001;PlayerMoveState;PlayerFallState;False;none
10,78166;2,93093;6,067503;8,186803;10;PlayerMoveState;PlayerFallState;False;none
10,83525;2,905675;6,031573;8,155643;10,1;PlayerMoveState;PlayerFallState;False;none
10,8814;2,884429;6,000095;8,128102;10,2;PlayerMoveState;PlayerFallState;False;none
10,92505;2,864608;5,969895;8,101845;10,2;PlayerIdleState;PlayerFallState;False;none
10,96787;2,845242;5,939848;8,076192;10,3;PlayerIdleState;PlayerFallState;False;none
11,01164;2,825532;5,908707;8,050082;10,3;PlayerIdleState;PlayerFallState;False;none
11,05278;2,807088;5,87905;8,02565;10,4;PlayerIdleState;PlayerFallState;False;none
11,09949;2,78624;5,844922;7,998034;10,4;PlayerIdleState;PlayerFallState;False;none
11,14769;2,764827;5,809213;7,969668;10,5;PlayerIdleState;PlayerFallState;False;none
11,19374;2,744464;5,774608;7,942693;10,5;PlayerIdleState;PlayerFallState;False;none
11,23806;2,724959;5,740871;7,916855;10,6;PlayerIdleState;PlayerFallState;False;none
11,28221;2,705611;5,706837;7,891224;10,6;PlayerIdleState;PlayerFallState;False;none
11,32628;2,686383;5,672449;7,865753;10,7;PlayerIdleState;PlayerFallState;False;none
11,37563;2,664951;5,633437;7,837362;10,7;PlayerIdleState;PlayerFallState;False;none
11,42621;2,643099;5,592922;7,808415;10,8;PlayerIdleState;PlayerFallState;False;none
11,47127;2,623722;5,556369;7,782746;10,8;PlayerIdleState;PlayerFallState;False;none
11,51522;2,604907;5,520289;7,757823;10,9;PlayerIdleState;PlayerFallState;False;none
11,55697;2,587107;5,485636;7,734244;10,9;PlayerIdleState;PlayerFallState;False;none
11,59909;2,569229;5,450311;7,710561;11;PlayerIdleState;PlayerFallState;False;none
11,64124;2,551414;5,414594;7,686962;11;PlayerIdleState;PlayerFallState;False;none
11,68578;2,532665;5,37644;7,662125;11,1;PlayerIdleState;PlayerFallState;False;none
11,73132;2,513584;5,337012;7,636848;11,1;PlayerIdleState;PlayerFallState;False;none
11,77655;2,494719;5,297413;7,611859;11,2;PlayerIdleState;PlayerFallState;False;none
11,82126;2,476158;5,257868;7,58727;11,2;PlayerIdleState;PlayerFallState;False;none
11,86449;2,458284;5,219235;7,563593;11,3;PlayerIdleState;PlayerFallState;False;none
11,90655;2,440972;5,181289;7,540659;11,3;PlayerIdleState;PlayerFallState;False;none
11,95095;2,422774;5,140844;7,516553;11,4;PlayerIdleState;PlayerFallState;False;none
12,01128;2,398179;5,085243;7,483972;11,5;PlayerIdleState;PlayerFallState;False;none
12,05957;2,378598;5,040197;7,458034;11,5;PlayerIdleState;PlayerFallState;False;none
12,10647;2,359671;4,996019;7,432961;11,6;PlayerIdleState;PlayerFallState;False;none
12,15246;2,341197;4,952268;7,408488;11,7;PlayerIdleState;PlayerFallState;False;none
12,19528;2,324072;4,911147;7,385803;11,7;PlayerIdleState;PlayerFallState;False;none
12,24114;2,305811;4,866704;7,361613;11,8;PlayerIdleState;PlayerFallState;False;none
12,28715;2,287578;4,821719;7,33746;11,8;PlayerIdleState;PlayerFallState;False;none
12,34435;2,137012;4,415267;7,138006;12,3;PlayerIdleState;PlayerFallState;False;none
12,39299;1,958376;3,871478;6,901367;13,1;PlayerIdleState;PlayerFallState;False;none
12,4372;1,803367;3,342082;6,696027;13,6;PlayerIdleState;PlayerFallState;False;none
12,48325;1,648963;2,756404;6,49149;14,1;PlayerIdleState;PlayerFallState;False;none
12,54271;1,514554;2,292355;6,313438;0;PlayerIdleState;PlayerGroundedState;False;none
12,59949;1,514488;2,335359;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,65049;1,514488;2,335845;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,69184;1,514487;2,335851;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,73762;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,78069;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,83498;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,87536;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,91665;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
12,96304;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,00698;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,05;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,09217;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,14233;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,19712;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,24104;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,28403;1,514487;2,335852;6,313351;0;PlayerIdleState;PlayerGroundedState;False;none
13,32757;1,514487;2,335852;6,313351;0;PlayerMoveState;PlayerGroundedState;False;none
13,37198;1,535843;2,335852;6,326505;1,5;PlayerMoveState;PlayerGroundedState;False;none
13,41358;1,62152;2,335852;6,337553;2,9;PlayerMoveState;PlayerGroundedState;False;none
13,45758;1,779091;2,335852;6,34128;4,3;PlayerMoveState;PlayerGroundedState;False;none
13,50253;2,004544;2,335852;6,339965;5,5;PlayerMoveState;PlayerGroundedState;False;none
13,54675;2,285511;2,335852;6,335;7,2;PlayerMoveState;PlayerGroundedState;False;none
13,59022;2,612824;2,335852;6,323689;7,9;PlayerMoveState;PlayerGroundedState;False;none
13,63409;2,963455;2,335852;6,253697;8,5;PlayerMoveState;PlayerGroundedState;False;none
13,67619;3,311825;2,335852;6,12663;9,2;PlayerMoveState;PlayerGroundedState;False;none
13,72141;3,698078;2,335852;5,932926;9,900001;PlayerMoveState;PlayerGroundedState;False;none
13,77912;4,198496;2,335852;5,615129;10,4;PlayerMoveState;PlayerGroundedState;False;none
13,82484;4,578323;2,335852;5,330976;10,4;PlayerMoveState;PlayerGroundedState;False;none
13,873;4,960636;2,335852;5,008274;10,4;PlayerMoveState;PlayerGroundedState;False;none
13,91873;5,310055;2,335852;4,685814;10,4;PlayerMoveState;PlayerGroundedState;False;none
13,96271;5,635294;2,335852;4,364044;10,4;PlayerMoveState;PlayerGroundedState;False;none
14,00514;5,940412;2,335852;4,044918;10,4;PlayerMoveState;PlayerGroundedState;False;none
14,0469;6,234097;2,36345;3,723343;22;PlayerMoveState;PlayerJumpState;False;none
14,09324;6,563325;3,210985;3,350279;20,1;PlayerMoveState;PlayerJumpState;False;none
14,13861;6,876886;3,945683;2,986737;18,6;PlayerMoveState;PlayerJumpState;False;none
14,18189;7,172593;4,561901;2,636863;17,2;PlayerMoveState;PlayerJumpState;False;none
14,22555;7,467741;5,103039;2,281437;15,3;PlayerMoveState;PlayerJumpState;False;none
14,26877;7,757275;5,560136;1,927265;14,2;PlayerMoveState;PlayerJumpState;False;none
14,31384;8,056797;5,959594;1,555997;13,2;PlayerMoveState;PlayerJumpState;False;none
14,36633;8,381511;6,331982;1,150909;11,1;PlayerIdleState;PlayerJumpState;False;none
14,41464;8,661393;6,585853;0,8017493;10,1;PlayerIdleState;PlayerJumpState;False;none
14,4593;8,908532;6,752196;0,4934379;9,2;PlayerIdleState;PlayerJumpState;False;none
14,50146;9,131822;6,850416;0,214879;8,5;PlayerIdleState;PlayerFallState;False;none
14,54346;9,345054;6,893878;-0,05113173;8;PlayerIdleState;PlayerFallState;False;none
14,58458;9,545192;6,885778;-0,3008084;7,7;PlayerIdleState;PlayerFallState;False;none
14,62833;9,749062;6,823872;-0,5551383;7,6;PlayerIdleState;PlayerFallState;False;none
14,67093;9,939149;6,713732;-0,7922783;7,7;PlayerIdleState;PlayerFallState;False;none
14,71252;10,11699;6,56102;-1,014134;7,9;PlayerIdleState;PlayerFallState;False;none
14,75721;10,30001;6,348998;-1,242461;8,3;PlayerIdleState;PlayerFallState;False;none
14,79941;10,46541;6,105371;-1,448801;8,7;PlayerIdleState;PlayerFallState;False;none
14,84372;10,63173;5,806302;-1,656289;9,2;PlayerIdleState;PlayerFallState;False;none
14,88788;10,79014;5,464896;-1,853914;10;PlayerIdleState;PlayerFallState;False;none
14,93456;10,95001;5,059375;-2,053355;10,6;PlayerIdleState;PlayerFallState;False;none
14,98332;11,10933;4,590754;-2,252107;11,2;PlayerIdleState;PlayerFallState;False;none
15,02743;11,24678;4,1274;-2,423575;12,1;PlayerIdleState;PlayerFallState;False;none
15,0719;11,37918;3,624209;-2,588747;12,6;PlayerMoveState;PlayerFallState;False;none
15,11407;11,50199;3,262842;-2,704049;1,8;PlayerMoveState;PlayerGroundedState;False;none
15,1576;11,57351;3,336181;-2,709074;2,7;PlayerMoveState;PlayerGroundedState;False;none
15,1996;11,72583;3,33589;-2,683139;4,3;PlayerMoveState;PlayerGroundedState;False;none
15,24251;11,93781;3,335122;-2,637765;5,5;PlayerMoveState;PlayerGroundedState;False;none
15,2874;12,21549;3,335105;-2,572355;7,2;PlayerMoveState;PlayerGroundedState;False;none
15,33129;12,53954;3,335076;-2,496469;8,2;PlayerMoveState;PlayerGroundedState;False;none
15,37546;12,91318;3,335008;-2,412525;9,2;PlayerMoveState;PlayerGroundedState;False;none
15,42172;13,35165;3,334877;-2,32215;10;PlayerMoveState;PlayerGroundedState;False;none
15,46508;13,77567;3,334665;-2,197864;10,2;PlayerMoveState;PlayerGroundedState;False;none
15,50718;14,17578;3,334341;-2,029659;10,4;PlayerMoveState;PlayerGroundedState;False;none
15,56136;14,67431;3,333703;-1,770348;10,4;PlayerMoveState;PlayerGroundedState;False;none
15,61032;15,05046;3,331256;-1,481231;9,400001;PlayerMoveState;PlayerGroundedState;True;none
15,656;15,32424;3,291734;-1,1406;9,900001;PlayerMoveState;PlayerFallState;False;none
15,69872;15,54418;3,203036;-0,768793;10,7;PlayerMoveState;PlayerFallState;False;none
15,74561;15,74549;3,051105;-0,3235706;10,9;PlayerMoveState;PlayerFallState;False;none
15,80056;15,88592;2,800499;0,2142974;11,4;PlayerMoveState;PlayerFallState;False;none
15,85009;15,93595;2,514158;0,7240794;12,3;PlayerMoveState;PlayerGroundedState;False;none
15,89936;15,90163;2,312468;1,145116;5,8;PlayerMoveState;PlayerGroundedState;False;none
15,94454;15,79658;2,335353;1,376479;6,1;PlayerMoveState;PlayerGroundedState;False;none
15,99321;15,58752;2,33584;1,6241;7,2;PlayerMoveState;PlayerGroundedState;False;none
16,04218;15,30249;2,335851;1,870566;8,1;PlayerMoveState;PlayerGroundedState;False;none
16,09031;14,96077;2,335852;2,119525;9,3;PlayerMoveState;PlayerGroundedState;False;none
16,14788;14,5496;2,335852;2,492611;10,2;PlayerMoveState;PlayerGroundedState;False;none
16,19821;14,2106;2,335852;2,885292;10,4;PlayerMoveState;PlayerGroundedState;False;none
16,24279;13,93729;2,335852;3,257788;10,4;PlayerMoveState;PlayerGroundedState;False;none
16,2917;13,6755;2,335852;3,652847;8,6;PlayerIdleState;PlayerGroundedState;False;none
16,33614;13,48141;2,335852;3,946689;7,2;PlayerIdleState;PlayerGroundedState;False;none
16,38431;13,30955;2,335852;4,206896;6;PlayerIdleState;PlayerGroundedState;False;none
16,42807;13,18647;2,335852;4,393247;4,3;PlayerIdleState;PlayerGroundedState;False;none
16,47312;13,0891;2,335852;4,540667;3,3;PlayerIdleState;PlayerGroundedState;False;none
16,52321;13,0118;2,335852;4,6577;2,4;PlayerIdleState;PlayerGroundedState;False;none
16,57201;12,96619;2,335852;4,726764;1,1;PlayerIdleState;PlayerGroundedState;False;none
16,61939;12,94647;2,335852;4,75661;0,4;PlayerIdleState;PlayerGroundedState;False;none
16,67222;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,73192;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,78574;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,83761;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,88897;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,93835;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
16,98685;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,03615;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,0848;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,15063;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,20194;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,25944;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,3122;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,36576;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,41355;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,46522;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,51266;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,55515;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,59904;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,64084;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,68015;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
17,73464;12,94484;2,335852;4,759078;0;PlayerIdleState;PlayerGroundedState;False;none
